"agency_id","agency_name","agency_url","agency_timezone"
13,"CASANOVA","http://www.casanova.com.uy","America/Montevideo"
29,"CITA","https://cita.com.uy","America/Montevideo"
10,"COETC","https://www.coetc.com/","America/Montevideo"
18,"COPSA","https://www.copsa.com.uy/es/","America/Montevideo"
50,"CUTCSA","https://www.cutcsa.com.uy/","America/Montevideo"
20,"COME","http://www.come.com.uy","America/Montevideo"
35,"TALA-PANDO-MONTEVIDEO","http://www.tpm.com.uy","America/Montevideo"
70,"UCOT","http://www.ucot.net","America/Montevideo"
